domain,score
https://nova-house.nl,0.05052
https://www.hermanjansen.com,0.58344
https://72andsunny.com,0.3
https://haveverwarming.nl,1.2241
https://www.scheldezoom.nl,0.01521
https://impegno.nl,0.3
https://enexisgroep.nl,0.2616
https://innovaenergie.nl,3.16751
https://www.abcfinance.nl,0.04269
https://www.huttenmetaal.nl,0.1092 
